"Field"	"model_id"	"name"	"type"	"growth_properties"	"parent_id"	"origin_patient_sample_id"	"comments"	"supplier"	"external_ids"	"publications"
	"SIDM01099"	"SK-N-FI"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2142"	"COSMIC688087,ACH-000341,CVCL_1702,CCLE_Name:SKNFI_AUTONOMIC_GANGLIA"	
	"SIDM00948"	"DG-75"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-83"	"COSMIC906838,ACH-002232,CVCL_0244,CCLE_Name:DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00783"	"HCT-116"	"Cell Line"	"Adherent"			" "	"NCI:HCT-116"	"COSMIC905936,ACH-000971,CVCL_0291,CCLE_Name:HCT116_LARGE_INTESTINE"	
	"SIDM00721"	"NCI-H250"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-5828"	"COSMIC924241,ACH-002171,CVCL_1554,CCLE_Name:NCIH250_LUNG"	
	"SIDM01985"	"ECC2"	"Cell Line"	"Unknown"			" "		"ACH-001997,,CCLE_Name:ECC2_BILIARY_TRACT"	
	"SIDM01068"	"HCC-78"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-563"	"COSMIC1290908,ACH-000562,CVCL_2061,CCLE_Name:HCC78_LUNG"	
	"SIDM00518"	"NCI-H290"	"Cell Line"	"Unknown"			" "	"NCI-Navy Medical Oncology Branch:NCI-H290"	"COSMIC1240139,,CVCL_A555"	
	"SIDM00718"	"NCI-H358"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5807"	"COSMIC908465,ACH-000860,CVCL_1559,CCLE_Name:NCIH358_LUNG"	
	"SIDM00553"	"KY821"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0105"	"COSMIC907300,ACH-002262,CVCL_1346,CCLE_Name:KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01313"	"HCM-SANG-0285-C18"	"Organoid"	"Unknown"			" "			
	"SIDM00211"	"ALL-PO"	"Cell Line"	"Suspension"			" "	"ICLC:HTL01003"	"COSMIC910944,ACH-002209,CVCL_1069,CCLE_Name:ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01568"	"H103"	"Cell Line"	"Adherent"			" "	"ECACC:6092001"	"ACH-001346,CVCL_2457,CCLE_Name:H103_BUCCAL"	
	"SIDM01045"	"EN"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-564"	"COSMIC1240127,ACH-000978,CVCL_2034,CCLE_Name:EN_ENDOMETRIUM"	
	"SIDM01854"	"SKG-II"	"Cell Line"	"Adherent"			" SKG-IIB was established from the same individual as SKG-II (https://ci.nii.ac.jp/naid/110002117678/en).
The SKG-II-LUC and SKG-II-S cell lines were derived from SKG-II by transfection with LUC or TS-expressing vectors respectively (DOI: 10.1159/000063804). 
SKG-II-SF was established from SKG-II by growth in serum-free media (PMID: 9573483). 
The HKMUS cell line has been shown to be a SKG-II-SF derivative (PMID: 20143388)."	"JCRB:IFO50309"	"ACH-001652,,CCLE_Name:SKGII_ENDOMETRIUM"	
	"SIDM01235"	"CMK11-5"	"Cell Line"	"Suspension"	"SIDM00959"	"SIDS00485"	" CMK11-5 is a subclone of CMK (PMID: 1391807).
CMK, CMK-86 and CMK-11-5 share high SNP identity (DOI: 10.1038/nature11003)."	"JCRB:IFO50430"	"ACH-001036,CVCL_0217,CCLE_Name:CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00829"	"HL-60"	"Cell Line"	"Suspension"			" PLB-985 is known to be cross contaminated with HL-60 (ICLAC)."	"ATCC:CCL-240"	"COSMIC905938,ACH-000002,CVCL_0002,CCLE_Name:HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00844"	"Raji"	"Cell Line"	"Suspension"			" TDL-4 has been shown to be a derivative of Raji (ICLAC).
NC-37 has been shown to be a derivative of Raji by DNA fingerptrinting (ATCC)."	"ATCC:CCL-86"	"COSMIC909262,ACH-000654,CVCL_0511,CCLE_Name:RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00117"	"NCI-H322M"	"Cell Line"	"Unknown"			" "	"NCI:NCI-H322M"	"COSMIC905967,ACH-000837,CVCL_1557,CCLE_Name:NCIH322_LUNG"	
	"SIDM00676"	"HT-1197"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-1473"	"COSMIC907065,ACH-000547,CVCL_1291,CCLE_Name:HT1197_URINARY_TRACT"	
	"SIDM01167"	"SW579"	"Cell Line"	"Adherent"			" CGTH-W-1 is a subclone of SW-579 established in 1995 (PMID: 25877200)."	"ATCC:HTB-107"	"ACH-000163,CVCL_3603,CCLE_Name:SW579_THYROID"	
	"SIDM00648"	"NCI-H1304"	"Cell Line"	"Suspension"			" NCI-H1870 and NCI-H1304 are known syonymous lines (ICLAC)."	"ATCC:CRL-5862"	"COSMIC753599,ACH-002169,CVCL_1462,CCLE_Name:NCIH1304_LUNG"	
	"SIDM01050"	"EGI-1"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-385"	"COSMIC906853,ACH-001494,CVCL_1193,CCLE_Name:EGI1_BILIARY_TRACT"	
	"SIDM00604"	"KON"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB0194"	"COSMIC1298215,ACH-001542,CVCL_3001,CCLE_Name:KON_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM00994"	"ALL-SIL"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-511"	"COSMIC1295740,ACH-000105,CVCL_1805,CCLE_Name:ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00233"	"ATN-1"	"Cell Line"	"Suspension"			" "	"RIKEN:RCB1440"	"COSMIC910687,ACH-002058,CVCL_1073,CCLE_Name:ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00468"	"GR-M"	"Cell Line"	"Adherent"			" GR-M has been shown to be cross-contaminated with PSN1 (DOI: 10.1038/nature14397)."	"ECACC:95032301"	"ACH-001072,CVCL_2451,CCLE_Name:GRM_SKIN"	
	"SIDM01428"	"HB1119"	"Cell Line"	"Unknown"			" "		"ACH-001736,CVCL_8227,CCLE_Name:HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00590"	"HSC-2"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB0622"	"COSMIC753562,ACH-000472,CVCL_1287,CCLE_Name:HSC2_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM01504"	"DMS-153"	"Cell Line"	"Semi-Adherent"			" "	"ECACC:95062827"	"ACH-000594,CVCL_1175,CCLE_Name:DMS153_LUNG"	
	"SIDM01189"	"U-87-MG"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-14"	"COSMIC687590,ACH-000075,CVCL_0022,CCLE_Name:U87MG_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01586"	"JMU-RTK-2"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1484"	"ACH-001532,CVCL_4W58,CCLE_Name:JMURTK2_SOFT_TISSUE"	
	"SIDM00057"	"ACN"	"Cell Line"	"Unknown"			" LN-464 and ACN share common ancestry (Sanger & Broad)."	"ICLC:HTL96020"	"COSMIC906803,ACH-002389,CVCL_1068,CCLE_Name:ACN_AUTONOMIC_GANGLIA"	
	"SIDM00261"	"ES8"	"Cell Line"	"Unknown"			" "		"COSMIC949155,ACH-002109,CVCL_1204,CCLE_Name:ES8_BONE"	
	"SIDM01852"	"SG231"	"Cell Line"	"Adherent"			" "		"ACH-001857,,CCLE_Name:SG231_BILIARY_TRACT"	
	"SIDM00016"	"KP-N-S19s"	"Cell Line"	"Unknown"			" "	"JCRB:IFO50433"	"COSMIC907315,ACH-000446,CVCL_1340,CCLE_Name:KPNSI9S_AUTONOMIC_GANGLIA"	
	"SIDM01344"	"SEKI"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB1041"	"ACH-001645,CVCL_3162,CCLE_Name:SEKI_SKIN"	
	"SIDM01681"	"NCI-BL128"	"Cell Line"	"Suspension"			" NCI-BL128 is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as NCI-H128. (ATCC)"	"ATCC:CRL-5947"	"ACH-002362,,CCLE_Name:NCIBL128_MATCHED_NORMAL_TISSUE"	
	"SIDM00168"	"SNU-1076"	"Cell Line"	"Adherent"			" "	"KCLB:01076"	"ACH-000549,CVCL_5006,CCLE_Name:SNU1076_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM00027"	"SK-NEP-1"	"Cell Line"	"Unknown"			"Expression profile suggests origin is Ewings Sarcoma (DOI: 10.1002/pbc.21099). "	"ATCC:HTB-48"	"COSMIC909730,ACH-001192,CVCL_0631,CCLE_Name:SKNEP1_BONE"	
	"SIDM00404"	"SU-DHL-16"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-577"	"COSMIC1331034,ACH-002307,CVCL_1890,CCLE_Name:SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01452"	"SUM-159PT"	"Cell Line"	"Unknown"			" "	"BioIVT:SUM-159PT"	"ACH-001391,CVCL_5423,CCLE_Name:SUM159PT_BREAST"	10604729
	"SIDM01117"	"NCI-H748"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-5841"	"COSMIC909194,ACH-002176,CVCL_1588,CCLE_Name:NCIH748_LUNG"	
	"SIDM00912"	"COLO-699N"	"Cell Line"	"Adherent"			" HCMB and RPMI-7932 were both derived from the same patient (ATCC).
CHL-1 is a dervivative of RPMI-7932 (ATCC).

COLO-699N (COLO-699) and COLO-738 were found to be indistinguishable from RPMI-7932 by STR profiling. All three cell lines were received from the same depositor (ECACC)."	"ECACC:93052608"	"COSMIC1290774,,CVCL_1992"	
	"SIDM00970"	"DSH1"	"Cell Line"	"Adherent"			" "		"COSMIC753552,ACH-002235,CVCL_1182,CCLE_Name:DSH1_URINARY_TRACT"	
	"SIDM01905"	"Mero-84"	"Cell Line"	"Adherent"			"Note made of patient's history of exposure to asbestos (ECACC). "	"ECACC:09100107"	"ACH-001561,,CCLE_Name:MERO84_PLEURA"	2474517
	"SIDM00005"	"MDA-MB-134-VI"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-23"	"COSMIC908119,ACH-000044,CVCL_0617,CCLE_Name:MDAMB134VI_BREAST"	
	"SIDM01231"	"GT3TKB"	"Cell Line"	"Adherent"	"SIDM00307"	"SIDS00671"	" GT3TKB has been shown to be cross contaminated with cell line RERF-LC-AI (PMID: 16643607)."	"RIKEN:RCB0885"	"COSMIC907041,ACH-002122,CVCL_1237,CCLE_Name:GT3TKB_STOMACH"	
	"SIDM01197"	"SNU-C1"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-5972"	"COSMIC910905,ACH-000722,CVCL_1708,CCLE_Name:SNUC1_LARGE_INTESTINE"	
	"SIDM01272"	"HCM-SANG-0274-C18"	"Organoid"	"Unknown"			" "			
	"SIDM00466"	"OVKATE"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB1044"	"COSMIC1240199,ACH-000443,CVCL_3110,CCLE_Name:OVKATE_OVARY"	9328139
	"SIDM00301"	"KP-4"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB1005"	"COSMIC753572,ACH-000265,CVCL_1338,CCLE_Name:KP4_PANCREAS"	
	"SIDM00834"	"SW1463"	"Cell Line"	"Adherent"			" "	"ATCC:CCL-234"	"COSMIC909748,ACH-000470,CVCL_1718,CCLE_Name:SW1463_LARGE_INTESTINE"	
	"SIDM01172"	"THP-1"	"Cell Line"	"Suspension"			" "	"ATCC:TIB-202"	"COSMIC909771,ACH-000146,CVCL_0006,CCLE_Name:THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01322"	"PE-CA-PJ49"	"Cell Line"	"Adherent"			" "	"ECACC:00060606"	"ACH-000735,CVCL_2681,CCLE_Name:PECAPJ49_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM00851"	"HuT-78"	"Cell Line"	"Suspension"			" The H9 cell line is a clonal derivative of the Hut 78 cell line (ATCC & PMID: 2567177)."	"ATCC:TIB-161"	"COSMIC1327758,ACH-000509,CVCL_0337,CCLE_Name:HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00165"	"SNU-685"	"Cell Line"	"Adherent"			" "	"KCLB:00685"	"ACH-000407,CVCL_5083,CCLE_Name:SNU685_ENDOMETRIUM"	
	"SIDM01543"	"CH-157MN"	"Cell Line"	"Unknown"			" "		"ACH-000025,CVCL_5723,CCLE_Name:CH157MN_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01617"	"HEC-59"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1120"	"ACH-000994,CVCL_2930,CCLE_Name:HEC59_ENDOMETRIUM"	
	"SIDM00639"	"M059K"	"Cell Line"	"Adherent"			" M059K and M059J cells concurrently from the same tumor specimen from a 33 year old male patient with untreated glioblastoma (ATCC)."	"ATCC:CRL-2365"	"COSMIC1298232,ACH-000152,CVCL_0401,CCLE_Name:M059K_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01195"	"U-937"	"Cell Line"	"Suspension"			" TUR (TPA U937 Resistant) is a stably transfected cell line generated by Ralf Hass and Masanori Hirano in 1992 from U-937 (ATCC)."	"ATCC:CRL-1593.2"	"COSMIC998206,ACH-000406,CVCL_0007,CCLE_Name:U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00102"	"NCI-H2461"	"Cell Line"	"Unknown"			" "	"NCI-Navy Medical Oncology Branch:NCI-H2461"	"COSMIC1290810,ACH-002125,CVCL_A536,CCLE_Name:H2461_PLEURA"	
	"SIDM01294"	"HCM-SANG-0311-C15"	"Organoid"	"Unknown"			" HCM-SANG-0311-C15-B was derived from a sample obtained prior to the patient receiving chemotherapy.
HCM-SANG-0311-C15 is derived from a sample collected following chemotherapy (Capecitabine & Dexamethasone)."			
	"SIDM01267"	"HCM-SANG-0267-D12"	"Organoid"	"Unknown"			" "	"ATCC:PDM-44"		
	"SIDM01118"	"NCI-H740"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-5840"	"COSMIC1331055,ACH-002175,CVCL_1586,CCLE_Name:NCIH740_LUNG"	
	"SIDM01597"	"HCC-364"	"Cell Line"	"Unknown"			" "		"ACH-000575,CVCL_5134,CCLE_Name:HCC364_LUNG"	
	"SIDM01542"	"CHLA-10"	"Cell Line"	"Adherent"			" CHLA-9 and CHLA-10 were derived from the same patient. (10.1158/0008-5472.CAN-04-0377)."	"Childhood Cancer Repository:CHLA-10"	"ACH-001029,CVCL_6583,CCLE_Name:CHLA10_BONE"	
	"SIDM01788"	"Mero-25"	"Cell Line"	"Adherent"			"Note made of patient's history of exposure to asbestos (ECACC). "	"ECACC:09100102"	"ACH-001556,,CCLE_Name:MERO25_PLEURA"	2474517
	"SIDM01881"	"OCI-Ly13-1"	"Cell Line"	"Suspension"			" OCI-Ly13-1 and OCI-Ly13-2 were derived from the same patient. 
OCI-Ly13-1 was established from a sample taken at diagnosis whereas OCI-Ly13-2 was established from a sample obtained during relapse (DOI: 10.1182/blood.V69.5.1307.1307)."			3567358
	"SIDM01128"	"NCI-H526"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-5811"	"COSMIC688025,ACH-000767,CVCL_1569,CCLE_Name:NCIH526_LUNG"	
	"SIDM00511"	"COR-L279"	"Cell Line"	"Suspension"			" "	"ECACC:96020724"	"COSMIC910937,ACH-000257,CVCL_1140,CCLE_Name:CORL279_LUNG"	
	"SIDM00247"	"MKN45"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB1001"	"COSMIC925340,ACH-000356,CVCL_0434,CCLE_Name:MKN45_STOMACH"	
	"SIDM01872"	"OUMS-27"	"Cell Line"	"Adherent"			" "	"JCRB:IFO50488"	"ACH-001150,,CCLE_Name:OUMS27_BONE"	9714054
	"SIDM00065"	"HLF"	"Cell Line"	"Unknown"			" HLE and HLF were derived from the same patient (PMID: 52570)."	"JCRB:JCRB0405"	"COSMIC998181,ACH-000393,CVCL_2947,CCLE_Name:HLF_LIVER"	
	"SIDM01842"	"OCUG-1"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB0191"	"ACH-001619,,CCLE_Name:OCUG1_BILIARY_TRACT"	21533512
	"SIDM00500"	"SNU-C4"	"Cell Line"	"Adherent"			" "	"KCLB:0000C4"	"ACH-000959,CVCL_5111,CCLE_Name:SNUC4_LARGE_INTESTINE"	3479249
	"SIDM00366"	"SBC-2"	"Cell Line"	"Unknown"			" SBC-1 and SBC-2 exhibit the same DNA profile (JCRB)."	"JCRB:JCRB0817"	"CVCL_W531"	
	"SIDM01754"	"LB373-MEL"	"Cell Line"	"Unknown"	"SIDM00184"	"SIDS00639"	" LB373-EBV is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as LB373-MEL, the parental line of LB373-MEL-D."			10352307
	"SIDM00980"	"23132-87"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-201"	"COSMIC910924,ACH-000948,CVCL_1046,CCLE_Name:2313287_STOMACH"	
	"SIDM01727"	"JK-1"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC 347"	"ACH-000241,,CCLE_Name:JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01893"	"Mero-48d"	"Cell Line"	"Unknown"			" Mero-48a (Pleural Cavity), Mero-48b (Omentum), Mero-48c (Liver) and Mero-48d (Pericardium) are derived from 4 solid tumours taken from the same patient (DOI: 10.1002/ijc.2910440212)."			2474517
	"SIDM00805"	"HTK-"	"Cell Line"	"Adherent"			" HOS and 143B originated from the same patient: 143B is TK- and originated indirectly from HOS which is TK+ (ECACC & PMID: 20544518). 
HTK- and 143B have a common STR profile and are thought to be the same cell line (ECACC)."	"ECACC:88022409"	"ACH-001094,CVCL_2522,CCLE_Name:HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01540"	"CHLA-15"	"Cell Line"	"Adherent"			" CHLA-15 and CHLA-20 are derived from the same patient. (https://www.cccells.org/dl/NB_Data_Sheets/CHLA-20_Cell_Line_Data_Sheet_COGcell_org.pdf)."	"Childhood Cancer Repository:CHLA-15"	"ACH-001300,CVCL_6594,CCLE_Name:CHLA15_AUTONOMIC_GANGLIA"	
	"SIDM01546"	"CAKI-2"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC 54"	"ACH-000234,CVCL_0235,CCLE_Name:CAKI2_KIDNEY"	
	"SIDM01548"	"C84"	"Cell Line"	"Adherent"			" "	"ECACC:12022902"	"ACH-001460,CVCL_5250,CCLE_Name:C84_LARGE_INTESTINE"	
	"SIDM00900"	"ARH-77"	"Cell Line"	"Suspension"			"ARH-77 is a B-lymphoblastoid cell line (PMID: 12592342). "	"ATCC:CRL-1621"	"COSMIC906765,ACH-002210,CVCL_1072,CCLE_Name:ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00173"	"SNU-1041"	"Cell Line"	"Adherent"			" "	"KCLB:01041"	"ACH-000618,CVCL_L085,CCLE_Name:SNU1041_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM00218"	"RO82-W-1"	"Cell Line"	"Adherent"			" "	"ICLC:HTL98002"	"COSMIC930083,ACH-001384,CVCL_0582,CCLE_Name:RO82W1_THYROID"	
	"SIDM00996"	"8505C"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB0826"	"COSMIC924102,ACH-001307,CVCL_1054,CCLE_Name:8505C_THYROID"	
	"SIDM00529"	"MDA-MB-157"	"Cell Line"	"Adherent"			" "	"ECACC:92020422"	"COSMIC925338,ACH-000621,CVCL_0618,CCLE_Name:MDAMB157_BREAST"	
	"SIDM00058"	"LN-464"	"Cell Line"	"Unknown"			" LN-464 and ACN share common ancestry (Sanger & Broad)."	"Unknown:Unknown"	"ACH-000676,CVCL_3962,CCLE_Name:LN464_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM00280"	"ECC10"	"Cell Line"	"Suspension"			" "	"RIKEN:RCB0983"	"COSMIC906848,ACH-000560,CVCL_1188,CCLE_Name:ECC10_STOMACH"	
	"SIDM00875"	"HCC1806"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2335"	"COSMIC907047,ACH-000624,CVCL_1258,CCLE_Name:HCC1806_BREAST"	
	"SIDM00252"	"TGBC1TKB"	"Cell Line"	"Adherent"			" TGBC1TKB & TGBC2TKB are from the same patient (RIKEN)."	"RIKEN:RCB1129"	"COSMIC909769,ACH-001861,CVCL_1769,CCLE_Name:TGBC1TKB_BILIARY_TRACT"	
	"SIDM00708"	"NCI-H2087"	"Cell Line"	"Adherent"			" NCI-BL2087 is a lymphoblastoid line from the same patient as NCI-H2087 (ATCC)."	"ATCC:CRL-5922"	"COSMIC724834,ACH-000841,CVCL_1524,CCLE_Name:NCIH2087_LUNG"	
	"SIDM01511"	"GSS"	"Cell Line"	"Suspension"			" "	"RIKEN:RCB2277"	"ACH-000746,CVCL_8876,CCLE_Name:GSS_STOMACH"	
	"SIDM01757"	"U-BLC1"	"Cell Line"	"Adherent"			" "	"ECACC:06013102"	"ACH-000741,,CCLE_Name:UBLC1_URINARY_TRACT"	
	"SIDM00249"	"TE-15"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB1951"	"COSMIC753614,ACH-000353,CVCL_1763,CCLE_Name:TE15_OESOPHAGUS"	
	"SIDM00695"	"HT-144"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-63"	"COSMIC907067,ACH-000322,CVCL_0318,CCLE_Name:HT144_SKIN"	
	"SIDM01290"	"HCM-SANG-0293-C15"	"Organoid"	"Unknown"			" "			
	"SIDM01805"	"HLC-1"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB0083"	"ACH-001088,,CCLE_Name:HLC1_LUNG"	140093
	"SIDM00999"	"639-V"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-413"	"COSMIC906798,ACH-000973,CVCL_1048,CCLE_Name:639V_URINARY_TRACT"	
	"SIDM01125"	"NCI-H647"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5834"	"COSMIC1240191,ACH-000378,CVCL_1574,CCLE_Name:NCIH647_LUNG"	
	"SIDM01024"	"KYSE-70"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-363"	"COSMIC753576,ACH-000784,CVCL_1356,CCLE_Name:KYSE70_OESOPHAGUS"	
	"SIDM00139"	"NCI-H226"	"Cell Line"	"Adherent"			" "	"NCI:NCI-H226"	"COSMIC905941,ACH-000367,CVCL_1544,CCLE_Name:NCIH226_LUNG"	
	"SIDM00546"	"LU-99"	"Cell Line"	"Unknown"			" LU-99A is a subclone of LU-99."	"JCRB:JCRB0080"	"ACH-000444,CVCL_3015,CCLE_Name:LU99_LUNG"	
	"SIDM00011"	"Malme-3M"	"Cell Line"	"Unknown"			" Malme-3M is a tumour line isolated from the same patient as Malme-3, a normal skin fibroblast (ATCC)."	"ATCC:HTB-64"	"COSMIC905953,ACH-000477,CVCL_1438,CCLE_Name:MALME3M_SKIN"	
	"SIDM01534"	"CHLA-9"	"Cell Line"	"Adherent"			" CHLA-9 and CHLA-10 were derived from the same patient. (10.1158/0008-5472.CAN-04-0377)."	"Childhood Cancer Repository:CHLA-9"	"ACH-001034,CVCL_M150,CCLE_Name:CHLA9_BONE"	
	"SIDM01643"	"LN-340"	"Cell Line"	"Unknown"			" "		"ACH-000634,,CCLE_Name:LN340_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01928"	"YSCCC-G10"	"Cell Line"	"Adherent"	"SIDM01824"	"SIDS01808"	"Resistant to 10nM of gemcitabine (DOI: 10.1007/s00534-011-0376-7). YSCCC-G10 and YSCCC-G100 are gemcitabine‐resistant cells generated by exposing the YSCCC cell line to 10nM and 100nM of gemcitabine respectively (DOI: 10.1007/s00534-011-0376-7)."			
	"SIDM01216"	"Hey-C2"	"Cell Line"	"Adherent"	"SIDM00968"	"SIDS00439"	" Hey-A8 and Hey-C2, are Cisplatin resistant derivations of HEY generated in athymic nude mice (PMID: 23934194)."	"Unknown:Unknown"	"CVCL_X009"	
	"SIDM00977"	"WM-165-1"	"Cell Line"	"Adherent"			" WM115, WM266-4, WM239A and WM165-1 were all derived from the same patient. 
WM115 cell line originated from the primary tumor, and WM239A, WM165-1 and WM266-4 were from individual lymph-node metastases (Rockland). "	"Rockland:WM-165-1"	"CVCL_L033"	
	"SIDM01232"	"BE2-C"	"Cell Line"	"Adherent"	"SIDM00894"	"SIDS00084"	" BE2-M17 is a subclone of SK-N-BE-2.
BE2-C is a subclone of SK-N-BE-2 (ATCC)."	"ATCC:CRL-2268"	"CVCL_0529"	
	"SIDM01806"	"EMTOKA"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1601"	"ACH-001495,,CCLE_Name:EMTOKA_ENDOMETRIUM"	8431860
	"SIDM01112"	"SJSA-1"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2098"	"COSMIC909717,ACH-000748,CVCL_1697,CCLE_Name:SJSA1_BONE"	
	"SIDM01510"	"DV-90"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC 307"	"ACH-000925,CVCL_1184,CCLE_Name:DV90_LUNG"	
	"SIDM00680"	"LS-180"	"Cell Line"	"Adherent"			" LS-180 is a variant of LS-174T that has not been trypsinized during subculture, however LS-174T has been subcultured by trypsinization (ATCC)."	"ATCC:CL-187"	"COSMIC998189,ACH-000957,CVCL_0397,CCLE_Name:LS180_LARGE_INTESTINE"	
	"SIDM00663"	"Hs-939-T"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-7690"	"COSMIC1298144,ACH-000814,CVCL_1036,CCLE_Name:HS939T_SKIN"	
	"SIDM00210"	"A2780"	"Cell Line"	"Adherent"			" A2780cis is a cisplatin resistant subclone of A2780.
A2780ADR is an adriamycin resistant subclone of A2780 (ECACC)."	"ICLC:HTL98008"	"COSMIC906804,ACH-000657,CVCL_0134,CCLE_Name:A2780_OVARY"	
	"SIDM01603"	"HCC2108"	"Cell Line"	"Adherent"			" "	"KCLB:72108"	"ACH-000314,CVCL_A352,CCLE_Name:HCC2108_LUNG"	
	"SIDM00354"	"RERF-LC-Sq1"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB1019"	"COSMIC1298538,ACH-000442,CVCL_1656,CCLE_Name:RERFLCSQ1_LUNG"	
	"SIDM01122"	"NCI-H661"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-183"	"COSMIC687829,ACH-000853,CVCL_1577,CCLE_Name:NCIH661_LUNG"	
	"SIDM00334"	"MFE-296"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-419"	"COSMIC908130,ACH-000879,CVCL_1406,CCLE_Name:MFE296_ENDOMETRIUM"	
	"SIDM00470"	"PEO6"	"Cell Line"	"Adherent"			" PEO1 is from the same patient as the PEO4 and PEO6.

PEO4 was collected after clinical resistance developed to chemotherapy.
PEO6 was collected at advanced, terminal stage disease. (ECACC)"	"ECACC:10032310"	"ACH-001633,CVCL_2691,CCLE_Name:PEO6_OVARY"	
	"SIDM00811"	"PLB-985"	"Cell Line"	"Suspension"			" PLB-985 is known to be cross contaminated with HL-60 (ICLAC)."	"DSMZ:ACC-139"	"ACH-000034,CVCL_2162,CCLE_Name:PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00238"	"OVK-18"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB1903"	"COSMIC1480371,ACH-000947,CVCL_3770,CCLE_Name:OVK18_OVARY"	
