NCIT	treatment_name	description	treatment_type	drug_name	NCIT_label
http://purl.obolibrary.org/obo/NCIT_C103863	Istiratumab	"A bispecific monoclonal antibody directed against the human epidermal growth factor receptor ErbB3 (Her3) and the human insulin-like growth factor-1 receptor (IGF-1R), with potential antineoplastic activity. The anti-IGF-1R targeting arm of Istiratumab binds to IGF-1R on tumor cells thereby preventing the binding of the natural ligands IGF-1, 2 and heregulin (HRG) to IGF-1R; the anti-ErbB3 therapeutic arm prevents the binding of neuregulin (NRG) to ErbB3. This prevents the activation of the PI3K/AKT signal transduction pathway and may result in both the induction of apoptosis and a decrease in cellular proliferation in IGF-1R and ErbB3-overexpressing tumor cells. IGF-1R, a receptor tyrosine kinase of the insulin receptor superfamily, and ErB3, a member of the epidermal growth factor receptor (EGFR) family of receptor tyrosine kinases, are frequently overexpressed in solid tumors."	Targeted therapy	Istiratumab	Istiratumab
http://purl.obolibrary.org/obo/NCIT_C37452	Ixabepilone	"An orally bioavailable semisynthetic analogue of epothilone B with antineoplastic activity. Ixabepilone binds to tubulin and promotes tubulin polymerization and microtubule stabilization, thereby arresting cells in the G2-M phase of the cell cycle and inducing tumor cell apoptosis. This agent demonstrates antineoplastic activity against taxane-resistant cell lines."	Chemotherapy	Ixabepilone	Ixabepilone
http://purl.obolibrary.org/obo/NCIT_C91394	JAK2 Inhibitor AZD1480	"An orally bioavailable inhibitor of Janus-associated kinase 2 (JAK2) with potential antineoplastic activity. JAK2 inhibitor AZD1480 inhibits JAK2 activation, leading to the inhibition of the JAK/STAT (signal transducer and activator of transcription) signaling including activation of STAT3. This may lead to induction of tumor cell apoptosis and a decrease in cellular proliferation. JAK2, often upregulated or mutated in a variety of cancer cells, mediates STAT3 activation and plays a key role in tumor cell proliferation and survival."	Targeted therapy	JAK2 Inhibitor AZD1480	JAK2 Inhibitor AZD1480
http://purl.obolibrary.org/obo/NCIT_C605	Ketoconazole	"A synthetic derivative of phenylpiperazine with broad antifungal properties and potential antineoplastic activity.  Ketoconazole inhibits sterol 14-a-dimethylase, a microsomal cytochrome P450-dependent enzyme, thereby disrupting synthesis of ergosterol, an important component of the fungal cell wall. (NCI04)"	Hormone therapy	Ketoconazole	Ketoconazole
http://purl.obolibrary.org/obo/NCIT_C91079	Smac Mimetic LCL161	"An orally bioavailable second mitochondrial-derived activator of caspases (SMAC) mimetic and inhibitor of IAP (Inhibitor of Apoptosis Protein) family of proteins, with potential antineoplastic activity. SMAC mimetic LCL161 binds to IAPs, such as X chromosome-linked IAP (XIAP) and cellular IAPs 1 and 2. Since IAPs shield cancer cells from the apoptosis process, this agent may restore and promote the induction of apoptosis through apoptotic signaling pathways in cancer cells. IAPs are overexpressed by many cancer cell types and suppress apoptosis by binding and inhibiting active caspases-3, -7 and -9, which play essential roles in apoptosis (programmed cell death), necrosis and inflammation."	Targeted therapy	Smac Mimetic LCL161	LCL161
http://purl.obolibrary.org/obo/NCIT_C88337	Smoothened Antagonist LDE225 Topical	"A topical formulation of the small-molecule Smoothened (Smo) antagonist LDE225 with potential antineoplastic activity. Upon topical application, smoothened antagonist LDE225 selectively binds to the Hedgehog (Hh)-ligand cell surface receptor Smo, which may result in the suppression of the Hh signaling pathway and, so, the inhibition of tumor cells in which this pathway is abnormally activated. The Hh signaling pathway plays an important role in cellular growth, differentiation and repair. Inappropriate activation of Hh pathway signaling and uncontrolled cellular proliferation, as is observed in a variety of cancers, may be associated with mutations in the Hh-ligand cell surface receptor Smo."	Targeted therapy	Smoothened Antagonist LDE225 Topical	LDE225
http://purl.obolibrary.org/obo/NCIT_C115112	Ceritinib	"An orally available inhibitor of the receptor tyrosine kinase activity of anaplastic lymphoma kinase (ALK) with antineoplastic activity. Upon administration, ceritinib binds to and inhibits wild-type ALK kinase, ALK fusion proteins and ALK point mutation variants. Inhibition of ALK leads to both the disruption of ALK-mediated signaling and the inhibition of cell growth in ALK-overexpressing tumor cells. ALK belongs to the insulin receptor superfamily and plays an important role in nervous system development. ALK dysregulation and gene rearrangements are associated with a variety of tumor cell types."	Targeted therapy	Ceritinib	LDK378
http://purl.obolibrary.org/obo/NCIT_C95701	Ribociclib	"An orally available cyclin-dependent kinase (CDK) inhibitor targets at cyclin D1/CDK4 and cyclin D3/CDK6 cell cycle pathway, with potential antineoplastic activity. Ribociclib specifically inhibits CDK4 and 6, thereby inhibiting retinoblastoma (Rb) protein phosphorylation. Inhibition of Rb phosphorylation prevents CDK-mediated G1-S phase transition, thereby arresting the cell cycle in the G1 phase, suppressing DNA synthesis and inhibiting cancer cell growth. Overexpression of CDK4/6, as seen in certain types of cancer, causes cell cycle deregulation."	Targeted therapy	Ribociclib	LEE011
http://purl.obolibrary.org/obo/NCIT_C96744	Anti-prolactin Receptor Antibody LFA102	"A neutralizing antibody against the prolactin receptor (PRLR) with potential antineoplastic activity. Upon administration, anti-prolactin receptor antibody LFA102 binds to PRLR and prevents the binding of the peptide hormone prolactin (PRL) to its receptor. This binding induces an antibody-dependent cellular cytotoxicity (ADCC) and may eventually prevent tumor cell proliferation in PRLR-positive cancer cells. PRLR/PRL signaling pathway is frequently overexpressed in breast and prostate cancer."	Immunotherapy	Anti-prolactin Receptor Antibody LFA102	LFA102
http://purl.obolibrary.org/obo/NCIT_C106259	PIM Kinase Inhibitor LGH447	"An orally available pan-PIM protein kinase inhibitor with potential antineoplastic activity. PIM kinase inhibitor LGH447 binds to and inhibits the activities of PIM-1, -2 and -3 serine/threonine kinases, which may result in the interruption of the G1/S phase cell cycle transition, the expression of the pro-apoptotic Bcl2 protein and tumor cell apoptosis in cells that overexpress PIMs. PIM kinases, downstream effectors of many cytokine and growth factor signaling pathways, play key roles in cell cycle progression and apoptosis inhibition and may be overexpressed in various malignancies."	Immunotherapy	PIM Kinase Inhibitor LGH447	LGH447
http://purl.obolibrary.org/obo/NCIT_C101895	Elgemtumab	"A human monoclonal antibody directed against the human epidermal growth factor receptor HER3 (ErbB3) with potential antineoplastic activity. Elgemtumab binds to and locks HER3 in the inactive conformation and does not interfere with its interaction with neuregulin (NRG). The inactivated form of HER3 blocks the PI3K/Akt signaling pathway, thereby inhibiting cellular proliferation in HER2 or NRG expressing tumor cells. HER3, a member of the epidermal growth factor receptor (EGFR) family of receptor tyrosine kinases, is frequently overexpressed in tumors; it has no active kinase domain but is activated through heterodimerization with other members of the EGFR receptor family, such as HER2."	Targeted therapy	Elgemtumab	LJM716
http://purl.obolibrary.org/obo/NCIT_C26653	Lapatinib	"A synthetic, orally-active quinazoline with potential antineoplastic properties. Lapatinib reversibly blocks phosphorylation of the epidermal growth factor receptor (EGFR), ErbB2, and the Erk-1 and-2 and AKT kinases; it also inhibits cyclin D protein levels in human tumor cell lines and xenografts. EGFR and ErbB2 have been implicated in the growth of various tumor types."	Targeted therapy	Lapatinib	Lapatinib
http://purl.obolibrary.org/obo/NCIT_C2653	Laromustine	"A sulfonyl hydrazine prodrug with antineoplastic activity. Laromustine releases the DNA chloroethylating agent 90CE after entering the blood stream; 90CE chloroethylates alkylates the O6 position of guanine, resulting in DNA crosslinking, strand breaks, chromosomal aberrations, and disruption of DNA synthesis. Intracellular metabolism of this agent also releases methyl isocyanate which inhibits O6-alkyl-guanine transferase, an enzyme involved with DNA repair."	Chemotherapy	Laromustine	Laromustine
http://purl.obolibrary.org/obo/NCIT_C2668	Lenalidomide	"A thalidomide analog with potential antineoplastic activity.  Lenalidomide inhibits TNF-alpha production, stimulates T cells, reduces serum levels of the cytokines vascular endothelial growth factor (VEGF) and basic fibroblast growth factor (bFGF), and inhibits angiogenesis.  This agent also promotes G1 cell cycle arrest and apoptosis of malignant cells."	Immunotherapy	Lenalidomide	Lenalidomide
http://purl.obolibrary.org/obo/NCIT_C1527	Letrozole	"A nonsteroidal inhibitor of estrogen synthesis with antineoplastic activity. As a third-generation aromatase inhibitor, letrozole selectively and reversibly inhibits aromatase, which may result in growth inhibition of estrogen-dependent breast cancer cells. Aromatase, a cytochrome P-450 enzyme localized to the endoplasmic reticulum of the cell and found in many tissues including those of the premenopausal ovary, liver, and breast, catalyzes the aromatization of androstenedione and testosterone into estrone and estradiol, the final step in estrogen biosynthesis."	Hormone therapy	Letrozole	Letrozole
http://purl.obolibrary.org/obo/NCIT_C71631	Leucovorin	"A derivative of folic acid with chemoprotectant, antidote and synergistic activity. Leucovorin does not require metabolism by dihydrofolate reductase, the molecular target of folate antagonist-type chemotherapeutic drugs, and is converted to a tetrahydrofolate, which is the necessary folate for purine and pyrimidine synthesis. As this agent allows for some purine/pyrimidine synthesis to occur, the toxic effects of folic acid antagonist-type chemotherapeutic drugs are counteracted while still permitting the antitumor activity of the folic acid antagonist through dihydrofolate reductase inhibition. This agent also potentiates the effects of 5-fluorouracil and its derivatives by stabilizing the binding of 5-fluorouracil's converted form fluorodeoxyuridylic acid to its target enzyme thymidylate synthase, thus prolonging drug activity."	Chemotherapy	Leucovorin	Leucovorin
http://purl.obolibrary.org/obo/NCIT_C607	Leucovorin Calcium	"An active metabolite of folic acid (also called folinic acid and citrovorum factor), which does not require metabolism by dihydrofolate reductase, the molecular target of folate antagonist-type chemotherapeutic drugs.  Leucovorin calcium counteracts the toxic effects of these medications, 'rescuing' the patient while permitting the antitumor activity of the folate antagonist. This agent also potentiates the effects of fluorouracil and its derivatives by stabilizing the binding of the drug's metabolite to its target enzyme, thus prolonging drug activity. (NCI04)"	Chemotherapy	Leucovorin Calcium	Leucovorin Calcium
http://purl.obolibrary.org/obo/NCIT_C62042	Leuprolide	"A synthetic nonapeptide analogue of gonadotropin-releasing hormone. Leuprolide binds to and activates gonadotropin-releasing hormone (GnRH) receptors. Continuous, prolonged administration of leuprolide in males results in pituitary GnRH receptor desensitization and inhibition of pituitary secretion of follicle stimulating hormone (FSH) and luteinizing hormone (LH), leading to a significant decline in testosterone production; in females, prolonged administration results in a decrease in estradiol production. This agent reduces testosterone production to castration levels and may inhibit androgen receptor-positive tumor progression."	Hormone therapy	Leuprolide	Leuprolide
http://purl.obolibrary.org/obo/NCIT_C67504	Liposome-encapsulated Daunorubicin-Cytarabine	"A liposomal formulation containing a fixed combination of the antineoplastic agents cytarabine and daunorubicin in a 5:1 molar ratio. Liposome-encapsulated daunorubicin-cytarabine has been designed to provide optimal delivery of a specific ratio of cytarabine to daunorubicin, one that has been shown to be synergistic in vitro. The antimetabolite cytarabine competes with cytidine for incorporation into DNA, inhibiting DNA synthesis. This agent also inhibits DNA polymerase, resulting in a decrease in DNA replication and repair. Daunorubicin, an intercalator and a topoisomerase II inhibitor, prevents DNA replication and inhibits protein synthesis. This agent also generates oxygen free radicals, resulting in the cytotoxic lipid peroxidation of cell membrane lipids."	Chemotherapy	Liposome-encapsulated Daunorubicin-Cytarabine	Liposome-encapsulated Daunorubicin-Cytarabine
http://purl.obolibrary.org/obo/NCIT_C97664	Lisavanbulin	"An orally available, highly water-soluble lysine prodrug of the synthetic small molecule BAL27862 with potential antitumor activity. Upon administration of lisavanbulin and conversion into the active form BAL27862, this agent binds to tubulin at a site distinct from the vinca-alkaloid-binding site, and prevents tubulin polymerization and destabilizes microtubules, ultimately leading to cell cycle arrest, blockage of cell division and an induction of cell death in cancer cells."	Not provided	Lisavanbulin	Lisavanbulin
http://purl.obolibrary.org/obo/NCIT_C617	Lomustine	"A nitrosourea with antineoplastic activity. Lomustine alkylates and crosslinks DNA, thereby inhibiting DNA and RNA synthesis.  This agent also carbamoylates DNA and proteins, resulting in inhibition of DNA and RNA synthesis and disruption of RNA processing.  Lomustine is lipophilic and crosses the blood-brain barrier. (NCI04)"	Chemotherapy	Lomustine	Lomustine
http://purl.obolibrary.org/obo/NCIT_C15275	Lymphadenectomy	"Surgical removal of lymph nodes, usually done to assess the spread of cancer."	Surgery	Lymphadenectomy	Lymphadenectomy
http://purl.obolibrary.org/obo/NCIT_C61502	Mapatumumab	"A fully human agonistic monoclonal antibody to tumor necrosis factor-related apoptosis-inducing ligand receptor-1 (TRAIL-R1) with apoptosis promoting and potential antitumor activities. TRAIL-R1 is a cell surface receptor expressed on many malignant cell types. Mapatumumab selectively binds to and activates the TRAIL cell receptor, thereby inducing apoptosis and reducing tumor growth."	Targeted therapy	Mapatumumab	Mapatumumab
http://purl.obolibrary.org/obo/NCIT_C15277	Mastectomy	Surgical removal of the breast.	Surgery	Mastectomy	Mastectomy
http://purl.obolibrary.org/obo/NCIT_C1155	Medroxyprogesterone Acetate	"A synthetic, acetate derivative of the sex hormone progesterone.  Medroxyprogesterone 17-acetate (NCI04)"	Chemotherapy	Medroxyprogesterone Acetate	Medroxyprogesterone Acetate
http://purl.obolibrary.org/obo/NCIT_C1156	Megestrol Acetate	"The acetate salt form of megestrol, a synthetic derivative of the naturally occurring female sex hormone progesterone with potential anti-estrogenic and antineoplastic activity. Mimicking the action of progesterone, megestrol acetate binds to and activates nuclear progesterone receptors in the reproductive system, and causes the ligand-receptor complex to be translocated to the nucleus where it binds to and promotes expression of target genes. This leads to an alteration in protein synthesis, which modulates cell growth of reproductive tissues. Due to the negative feedback mechanism seen with progesterone, megestrol also blocks luteinizing hormone (LH) release from the pituitary gland, thereby leading to an inhibition of ovulation and an alteration in the cervical mucus and endometrium. Furthermore, without stimulation of LH, estrogen release from the ovaries is stopped, hence impedes the growth of estrogen-sensitive tumor cells."	Hormone therapy	Megestrol Acetate	Megestrol Acetate
http://purl.obolibrary.org/obo/NCIT_C633	Melphalan	"A phenylalanine derivative of nitrogen mustard with antineoplastic activity. Melphalan alkylates DNA at the N7 position of guanine and induces DNA inter-strand cross-linkages, resulting in the inhibition of DNA and RNA synthesis and cytotoxicity against both dividing and non-dividing tumor cells."	Chemotherapy	Melphalan	Melphalan
http://purl.obolibrary.org/obo/NCIT_C192	Mesna	"A sulfhydryl compound that is used to reduce the incidence of hemorrhagic cystitis associated with certain chemotherapeutic agents.  Mesna is converted to a free thiol compound in the kidney, where it binds to and inactivates acrolein and other urotoxic metabolites of ifosfamide and cyclophosphamide, thereby reducing their toxic effects on the urinary tract during urinary excretion. (NCI04)"	Not provided	Mesna	Mesna
http://purl.obolibrary.org/obo/NCIT_C642	Methotrexate	"An antimetabolite and antifolate agent with antineoplastic and immunosuppressant activities. Methotrexate binds to and inhibits the enzyme dihydrofolate reductase, resulting in inhibition of purine nucleotide and thymidylate synthesis and, subsequently, inhibition of DNA and RNA syntheses. Methotrexate also exhibits potent immunosuppressant activity although the mechanism(s) of actions is unclear."	Chemotherapy	Methotrexate	Methotrexate
http://purl.obolibrary.org/obo/NCIT_C78084	Methoxyamine	"An orally bioavailable small molecule inhibitor with potential adjuvant activity. Methoxyamine covalently binds to apurinic/apyrimidinic (AP) DNA damage sites and inhibits base excision repair (BER), which may result in an increase in DNA strand breaks and apoptosis. This agent may potentiate the anti-tumor activity of alkylating agents."	Targeted therapy	Methoxyamine	Methoxyamine
http://purl.obolibrary.org/obo/NCIT_C1820	Mitomycin	"A methylazirinopyrroloindoledione antineoplastic antibiotic isolated from the bacterium Streptomyces caespitosus and other Streptomyces bacterial species.  Bioreduced mitomycin C generates oxygen radicals, alkylates DNA, and produces interstrand DNA cross-links, thereby inhibiting DNA synthesis.  Preferentially toxic to hypoxic cells, mitomycin C also inhibits RNA and protein synthesis at high concentrations. (NCI04)"	Chemotherapy	Mitomycin	Mitomycin
http://purl.obolibrary.org/obo/NCIT_C664	Mitotane	"A synthetic derivative of the insecticide dichlorodiphenyl trichloroethane (DDT) with anti-adrenocorticoid properties.  Following its metabolism in the adrenal cortex to a reactive acyl chloride intermediate, mitotane covalently binds to adrenal proteins, specifically inhibiting adrenal cortical hormone production. (NCI04)"	Targeted therapy	Mitotane	Mitotane
http://purl.obolibrary.org/obo/NCIT_C62050	Mitoxantrone	"An anthracenedione antibiotic with antineoplastic activity. Mitoxantrone intercalates into and crosslinks DNA, thereby disrupting DNA and RNA replication.  This agent also binds to topoisomerase II, resulting in DNA strand breaks and inhibition of DNA repair.  Mitoxantrone is less cardiotoxic compared to doxorubicin."	Chemotherapy	Mitoxantrone	Mitoxantrone
http://purl.obolibrary.org/obo/NCIT_C177896	NAMPT Inhibitor STF-118804	"A small molecule inhibitor of the nicotinamide adenine dinucleotide (NAD)-synthesizing enzyme nicotinamide phosphoribosyltransferase (NAMPT; NAMPRTase), with potential antineoplastic activity. Upon administration, NAMPT inhibitor STF-118804 binds to and inhibits the activity of NAMPT. This depletes cellular NAD and inhibits NAD-dependent enzymes, both of which are needed for rapid cell proliferation, which may result in cell death in NAMPT-overexpressing tumor cells. NAMPT, an enzyme that is responsible for maintaining the intracellular NAD pool, plays a key role in the regulation of cellular metabolism and has cytokine-like activities. NAMPT is overexpressed in a variety of cancers and metabolic disorders; tumor cells rely on NAMPT activity for their NAD supply."	Immunotherapy	NAMPT Inhibitor STF-118804	NAMPT Inhibitor STF-118804
http://purl.obolibrary.org/obo/NCIT_C2688	Nab-paclitaxel	"A Cremophor EL-free, albumin-stabilized nanoparticle formulation of the natural taxane paclitaxel with antineoplastic activity. Paclitaxel binds to and stabilizes microtubules, preventing their depolymerization and so inhibiting cellular motility, mitosis, and replication. This formulation solubilizes paclitaxel without the use of the solvent Cremophor, thereby permitting the administration of larger doses of paclitaxel while avoiding the toxic effects associated with Cremophor."	Chemotherapy	Nab-paclitaxel	Nab-paclitaxel
http://purl.obolibrary.org/obo/NCIT_C96429	Napabucasin	"An orally available cancer cell stemness inhibitor with potential antineoplastic activity. Even though the exact target has yet to be fully elucidated, napabucasin appears to target and inhibit multiple pathways involved in cancer cell stemness. This may ultimately inhibit cancer stemness cell (CSC) growth as well as heterogeneous cancer cell growth. CSCs, self-replicating cells that are able to differentiate into heterogeneous cancer cells, appear to be responsible for the malignant growth, recurrence and resistance to conventional chemotherapies."	Targeted therapy	Napabucasin	Napabucasin
http://purl.obolibrary.org/obo/NCIT_C64776	Navitoclax	"An orally active, synthetic small molecule and an antagonist of a subset of the B-cell leukemia 2 (Bcl-2) family of proteins with potential antineoplastic activity. Navitoclax selectively binds to apoptosis suppressor proteins Bcl-2, Bcl-XL, and Bcl-w, which are frequently overexpressed in a wide variety of cancers, including those of the lymph, breast, lung, prostate, and colon, and are linked to tumor drug resistance. Inhibition of these apoptosis suppressors prevents their binding to the apoptotic effectors Bax and Bak proteins, thereby triggering apoptotic processes in cells overexpressing Bcl-2, Bcl-XL, and Bcl-w. This eventually reduces tumor cell proliferation."	Targeted therapy	Navitoclax	Navitoclax
http://purl.obolibrary.org/obo/NCIT_C48375	Nilotinib	"An orally bioavailable aminopyrimidine-derivative Bcr-Abl tyrosine kinase inhibitor with antineoplastic activity. Designed to overcome imatinib resistance, nilotinib binds to and stabilizes the inactive conformation of the kinase domain of the Abl protein of the Bcr-Abl fusion protein, resulting in the inhibition of the Bcr-Abl-mediated proliferation of Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) cells. This agent also inhibits the receptor tyrosine kinases platelet-derived growth factor receptor (PDGF-R) and c-kit, a receptor tyrosine kinase mutated and constitutively activated in most gastrointestinal stromal tumors (GISTs). With a binding mode that is energetically more favorable than that of imatinib, nilotinib has been shown to have an approximately 20-fold increased potency in kinase and proliferation assays compared to imatinib."	Targeted therapy	Nilotinib	Nilotinib
http://purl.obolibrary.org/obo/NCIT_C1173	Nilutamide	"A synthetic, nonsteroidal agent with antiandrogenic properties. Nilutamide preferentially binds to androgen receptors and blocks androgen receptor activation by testosterone and other androgens; this agent may inhibit androgen-dependent growth of normal and neoplastic prostate cells. (NCI04)"	Hormone therapy	Nilutamide	Nilutamide
http://purl.obolibrary.org/obo/NCIT_C80059	Niraparib	"An orally bioavailable inhibitor of poly (ADP-ribose) polymerase (PARP) types 1 and 2 (PARP-1 and -2), with antineoplastic activity. Upon administration, niraparib binds to and inhibits the activity of PARP-1 and -2, thereby inhibiting PARP-1 and -2-mediated DNA repair, enhancing the accumulation of DNA strand breaks, promoting genomic instability and resulting in apoptosis. The PARP family of proteins catalyzes post-translational ADP-ribosylation of nuclear proteins and is activated by single-strand DNA (ssDNA) breaks."	Targeted therapy	Niraparib	Niraparib
http://purl.obolibrary.org/obo/NCIT_C82383	Nirogacestat	"A selective gamma secretase (GS) inhibitor with potential antitumor activity. Nirogacestat binds to GS, blocking proteolytic activation of Notch receptors; Notch signaling pathway inhibition may follow, which may result in the induction of apoptosis in tumor cells that overexpress Notch. The integral membrane protein GS is a multi-subunit protease complex that cleaves single-pass transmembrane proteins, such as Notch receptors, at residues within their transmembrane domains. Overexpression of the Notch signaling pathway has been correlated with increased tumor cell growth and survival."	Targeted therapy	Nirogacestat	Nirogacestat
http://purl.obolibrary.org/obo/NCIT_C61590	Nitrogen Mustard Prodrug PR-104	"A non-toxic, small-molecule, hypoxia-activated, 3,5-dinitrobenzamide nitrogen mustard pre-prodrug with potential antitumor activity. Upon intravenous administration, PR-104 is converted by systemic phosphatases to the alcohol intermediate PR-104A, which is reduced to form the active DNA-crosslinking mustard species hydroxylamine PR-104H intracellularly under hypoxic conditions. PR-104H specifically crosslinks hypoxic tumor cell DNA, resulting in the inhibition of DNA repair and synthesis, cell-cycle arrest, and apoptosis in susceptible hypoxic tumor cell populations while sparing normoxic tissues."	Chemotherapy	Nitrogen Mustard Prodrug PR-104	Nitrogen Mustard Prodrug PR-104
http://purl.obolibrary.org/obo/NCIT_C68814	Nivolumab	"A fully human immunoglobulin (Ig) G4 monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed death-1 (PD-1, PCD-1) with immune checkpoint inhibitory and antineoplastic activities. Upon administration, nivolumab binds to and blocks the activation of PD-1, an immunoglobulin superfamily (IgSF) transmembrane protein, by its ligands programmed cell death ligand 1 (PD-L1), which is overexpressed on certain cancer cells, and programmed cell death ligand 2 (PD-L2), which is primarily expressed on antigen-presenting cells (APCs). This results in the activation of T-cells and cell-mediated immune responses against tumor cells. Activated PD-1 negatively regulates T-cell activation and plays a key role in tumor evasion from host immunity."	Targeted therapy	Nivolumab	Nivolumab
http://purl.obolibrary.org/obo/NCIT_C70741	Obinutuzumab	"A glycoengineered, humanized IgG1 monoclonal antibody with potential antineoplastic activity. Obinutuzumab, a third generation type II anti-CD20 antibody, selectivity binds to the extracellular domain of the human CD20 antigen on malignant human B cells. The Fc region carbohydrates of the antibody, enriched in bisected non-fucosylated glycosylation variants, contribute to its higher binding affinity for human FcgammaRIII receptors compared to non-glycoengineered antibodies, resulting in enhanced antibody-dependent cellular cytotoxicity (ADCC) and caspase-independent apoptosis. In addition, modification of elbow hinge sequences within the antibody variable framework regions may account for the strong apoptosis-inducing activity of R7159 upon binding to CD20 on target cells."	Targeted therapy	Obinutuzumab	Obinutuzumab
http://purl.obolibrary.org/obo/NCIT_C711	Octreotide	"A synthetic long-acting cyclic octapeptide with pharmacologic properties mimicking those of the natural hormone somatostatin. Octreotide is a more potent inhibitor of growth hormone, glucagon, and insulin than somatostatin. Similar to somatostatin, this agent also suppresses the luteinizing hormone response to gonadotropin-releasing hormone, decreases splanchnic blood flow, and inhibits the release of serotonin, gastrin, vasoactive intestinal peptide (VIP), secretin, motilin, pancreatic polypeptide, and thyroid stimulating hormone."	Targeted therapy	Octreotide	Octreotide
http://purl.obolibrary.org/obo/NCIT_C71721	Olaparib	"A small molecule inhibitor of the nuclear enzyme poly(ADP-ribose) polymerase (PARP) with potential chemosensitizing, radiosensitizing, and antineoplastic activities. Olaparib selectively binds to and inhibits PARP, inhibiting PARP-mediated repair of single strand DNA breaks; PARP inhibition may enhance the cytotoxicity of DNA-damaging agents and may reverse tumor cell chemoresistance and radioresistance. PARP catalyzes post-translational ADP-ribosylation of nuclear proteins and can be activated by single-stranded DNA breaks."	Targeted therapy	Olaparib	Olaparib
http://purl.obolibrary.org/obo/NCIT_C79825	Olaratumab	"A fully human IgG1 monoclonal antibody directed against the platelet-derived growth factor receptor alpha (PDGFR alpha) with potential antineoplastic activity. Anti-PDGFR alpha monoclonal antibody IMC-3G3 selectively binds to PDGFR alpha, .blocking the binding of its ligand, PDGF; signal transduction downstream of PDGFR through the MAPK and PI3K pathways is inhibited, which may result in inhibition of angiogenesis and tumor cell proliferation. Overexpressed by various cancer cell types, PDGFR is a transmembrane protein tyrosine kinase receptor, consisting of isoforms A and B that is important in regulating cellular growth and differentiation and angiogenesis."	Targeted therapy	Olaratumab	Olaratumab
http://purl.obolibrary.org/obo/NCIT_C85454	Onalespib	"A synthetic, orally bioavailable, small-molecule inhibitor of heat shock protein 90 (Hsp90) with potential antineoplastic activity. Onalespib selectively binds to Hsp90, thereby inhibiting its chaperone function and promoting the degradation of oncogenic signaling proteins involved in tumor cell proliferation and survival. Hsp90, a chaperone protein upregulated in a variety of tumor cells, regulates the folding, stability and degradation of many oncogenic signaling proteins."	Targeted therapy	Onalespib	Onalespib
http://purl.obolibrary.org/obo/NCIT_C187035	Oncolytic HSV-1 Expressing IL-12 and IL-15/IL-15-receptor Alpha VG2025	"An oncolytic herpes simplex virus type 1 (oHSV-1) genetically engineered to express the human immunostimulating cytokine interleukin (IL)-12 and a complex of the immunostimulating cytokine IL-15 and its receptor alpha unit (IL-15Ra), with potential immunostimulatory and antineoplastic activities. Upon intratumoral administration, oHSV-1 expressing IL-12 and IL-15/IL-15Ra VG2025 infects and replicates in tumor cells causing viral-mediated tumor cell lysis. The released virus particles, in turn, infect and replicate in neighboring tumor cells. Tumor antigens released from the lysed tumor cells also activate the immune system to induce a tumor-specific systemic immune and cytotoxic T-lymphocyte (CTL) response, thereby killing nearby non-infected tumor cells. In addition, oHSV-1 expressing IL-12 and IL-15/IL-15Ra VG2025 promotes the secretion of IL-12 and IL-15/IL-15Ra complex by the tumor cells locally in the tumor microenvironment (TME). IL-12 promotes the activation of natural killer (NK) cells, which induces both the secretion of interferon-gamma and a CTL response against the tumor cells. IL-15 stimulates the proliferation of NK cells, CTLs and memory T-cells, which induces an anti-tumor immune response. IL-15Ra complexed with IL-15 increases IL-15 signaling and IL-15 half-life upon expression. These actions of the cytokines may increase tumor cell killing and decrease tumor cell proliferation."	Immunotherapy	Oncolytic HSV-1 Expressing IL-12 and IL-15/IL-15-receptor Alpha VG2025	Oncolytic HSV-1 Expressing IL-12 and IL-15/IL-15-receptor Alpha VG2025
http://purl.obolibrary.org/obo/NCIT_C1181	Oxaliplatin	"An organoplatinum complex in which the platinum atom is complexed with 1,2-diaminocyclohexane (DACH) and with an oxalate ligand as a 'leaving group.' A 'leaving group' is an atom or a group of atoms that is displaced as a stable species taking with it the bonding electrons. After displacement of the labile oxalate ligand leaving group, active oxaliplatin derivatives, such as monoaquo and diaquo DACH platinum, alkylate macromolecules, forming both inter- and intra-strand platinum-DNA crosslinks, which result in inhibition of DNA replication and transcription and cell-cycle nonspecific cytotoxicity. The DACH side chain appears to inhibit alkylating-agent resistance. (NCI04)"	Chemotherapy	Oxaliplatin	Oxaliplatin
http://purl.obolibrary.org/obo/NCIT_C82404	PIM Kinase Inhibitor SGI-1776	"A small-molecule pan-PIM protein kinase inhibitor with potential antineoplastic activity. PIM kinase inhibitor SGI-1776 binds to and inhibits the activities of PIM-1, -2 and -3 serine/threonine kinases, which may result in the interruption of the G1/S phase cell cycle transition, the expression of pro-apoptotic Bcl2 proteins and tumor cell apoptosis. PIM kinases play key roles in cell cycle progression and apoptosis inhibition and may be overexpressed in various malignancies."	Targeted therapy	PIM Kinase Inhibitor SGI-1776	PIM Kinase Inhibitor SGI-1776
http://purl.obolibrary.org/obo/NCIT_C1411	Paclitaxel		Chemotherapy	Paclitaxel	Paclitaxel
